"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Italy","2010","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2013","848766",""
"Italy","2010","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2013","830470",""
"Italy","2010","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2013","870573.5",""
"Italy","2010","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2013","890193",""
"Italy","2010","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2013","927426",""
"Italy","2010","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2013","909575",""
"Italy","2010","Total","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2013","4653835.5",""
"Italy","2010","Total","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2013","4672153",""
"Italy","2010","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2013","924326",""
"Italy","2010","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2013","927685",""
"Italy","2010","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2013","931123",""
"Italy","2010","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2013","934952",""
"Italy","2010","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2013","946412",""
"Italy","2010","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2013","941722",""
"Italy","2010","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2013","943730.5",""
"Italy","2010","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2013","939037",""
"Italy","2010","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2013","966686",""
"Italy","2010","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2013","953935",""
"Italy","2010","Total","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2013","4832226.5",""
"Italy","2010","Total","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2013","4846459",""
"Italy","2010","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2013","958786",""
"Italy","2010","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2013","963660.5",""
"Italy","2010","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2013","962887",""
"Italy","2010","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2013","964226",""
"Italy","2010","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2013","978793",""
"Italy","2010","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2013","972721.5",""
"Italy","2010","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2013","979022.5",""
"Italy","2010","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2013","977968",""
"Italy","2010","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2013","991680",""
"Italy","2010","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2013","985593",""
"Italy","2010","Total","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2013","4630549.5",""
"Italy","2010","Total","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2013","4568249",""
"Italy","2010","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2013","931639",""
"Italy","2010","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2013","962458.5",""
"Italy","2010","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2013","917078.5",""
"Italy","2010","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2013","901609",""
"Italy","2010","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2013","885088",""
"Italy","2010","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2013","893655.5",""
"Italy","2010","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2013","871764",""
"Italy","2010","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2013","858233",""
"Italy","2010","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2013","838797",""
"Italy","2010","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2013","848650.5",""
"Italy","2010","Total","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2013","4033818.5",""
"Italy","2010","Total","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2013","3989369",""
"Italy","2010","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2013","802374",""
"Italy","2010","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2013","820708.5",""
"Italy","2010","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2013","799236",""
"Italy","2010","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2013","795948",""
"Italy","2010","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2013","782521",""
"Italy","2010","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2013","789426",""
"Italy","2010","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2013","775797.5",""
"Italy","2010","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2013","769729",""
"Italy","2010","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2013","759288",""
"Italy","2010","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2013","763976.5",""
"Italy","2010","Total","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2013","3672072.5",""
"Italy","2010","Total","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2013","3664460",""
"Italy","2010","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2013","726269",""
"Italy","2010","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2013","742096.5",""
"Italy","2010","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2013","720893",""
"Italy","2010","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2013","717279",""
"Italy","2010","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2013","716731",""
"Italy","2010","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2013","715736",""
"Italy","2010","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2013","729370.5",""
"Italy","2010","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2013","744893",""
"Italy","2010","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2013","749743",""
"Italy","2010","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2013","745495",""
"Italy","2010","Total","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2013","3730482.5",""
"Italy","2010","Total","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2013","3665441",""
"Italy","2010","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2013","784033",""
"Italy","2010","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2013","765133.5",""
"Italy","2010","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2013","773693.5",""
"Italy","2010","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2013","767222",""
"Italy","2010","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2013","769328",""
"Italy","2010","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2013","766285",""
"Italy","2010","Total","Both Sexes","64","Estimate - de jure","Final figure, complete","2013","679875.5",""
"Italy","2010","Total","Both Sexes","64","Estimate - de jure","Final figure, complete","2013","595115",""
"Italy","2010","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2013","611626",""
"Italy","2010","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2013","600952.5",""
"Italy","2010","Total","Both Sexes","65 - 69","Estimate - de jure","Final figure, complete","2013","3142142",""
"Italy","2010","Total","Both Sexes","65 - 69","Estimate - de jure","Final figure, complete","2013","3085546.5",""
"Italy","2010","Total","Both Sexes","66","Estimate - de jure","Final figure, complete","2013","619009",""
"Italy","2010","Total","Both Sexes","66","Estimate - de jure","Final figure, complete","2013","612895",""
"Italy","2010","Total","Both Sexes","67","Estimate - de jure","Final figure, complete","2013","613937",""
"Italy","2010","Total","Both Sexes","67","Estimate - de jure","Final figure, complete","2013","614985",""
"Italy","2010","Total","Both Sexes","68","Estimate - de jure","Final figure, complete","2013","618225",""
"Italy","2010","Total","Both Sexes","68","Estimate - de jure","Final figure, complete","2013","613276.5",""
"Italy","2010","Total","Both Sexes","69","Estimate - de jure","Final figure, complete","2013","644485.5",""
"Italy","2010","Total","Both Sexes","69","Estimate - de jure","Final figure, complete","2013","678297",""
"Italy","2010","Total","Both Sexes","70","Estimate - de jure","Final figure, complete","2013","665706",""
"Italy","2010","Total","Both Sexes","70","Estimate - de jure","Final figure, complete","2013","667449.5",""
"Italy","2010","Total","Both Sexes","70 - 74","Estimate - de jure","Final figure, complete","2013","3019304",""
"Italy","2010","Total","Both Sexes","70 - 74","Estimate - de jure","Final figure, complete","2013","3051963.5",""
"Italy","2010","Total","Both Sexes","71","Estimate - de jure","Final figure, complete","2013","643864",""
"Italy","2010","Total","Both Sexes","71","Estimate - de jure","Final figure, complete","2013","649881",""
"Italy","2010","Total","Both Sexes","72","Estimate - de jure","Final figure, complete","2013","613264",""
"Italy","2010","Total","Both Sexes","72","Estimate - de jure","Final figure, complete","2013","592843",""
"Italy","2010","Total","Both Sexes","73","Estimate - de jure","Final figure, complete","2013","554887",""
"Italy","2010","Total","Both Sexes","73","Estimate - de jure","Final figure, complete","2013","568848",""
"Italy","2010","Total","Both Sexes","74","Estimate - de jure","Final figure, complete","2013","552521",""
"Italy","2010","Total","Both Sexes","74","Estimate - de jure","Final figure, complete","2013","562004",""
